game_location,game_name,game_season,game_year,discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,country_name,country_3_letter_code
China,Beijing 2022,Winter,2022,Curling,beijing-2022,Mixed Doubles,Mixed,GOLD,GameTeam,Italy,ITA
China,Beijing 2022,Winter,2022,Curling,beijing-2022,Mixed Doubles,Mixed,GOLD,GameTeam,Italy,ITA
China,Beijing 2022,Winter,2022,Curling,beijing-2022,Mixed Doubles,Mixed,SILVER,GameTeam,Norway,NOR
China,Beijing 2022,Winter,2022,Curling,beijing-2022,Mixed Doubles,Mixed,SILVER,GameTeam,Norway,NOR
China,Beijing 2022,Winter,2022,Curling,beijing-2022,Mixed Doubles,Mixed,BRONZE,GameTeam,Sweden,SWE
China,Beijing 2022,Winter,2022,Curling,beijing-2022,Mixed Doubles,Mixed,BRONZE,GameTeam,Sweden,SWE
China,Beijing 2022,Winter,2022,Curling,beijing-2022,Women,Women,GOLD,GameTeam,Great Britain,GBR
China,Beijing 2022,Winter,2022,Curling,beijing-2022,Women,Women,SILVER,GameTeam,Japan,JPN
China,Beijing 2022,Winter,2022,Curling,beijing-2022,Women,Women,BRONZE,GameTeam,Sweden,SWE
China,Beijing 2022,Winter,2022,Curling,beijing-2022,Men,Men,GOLD,GameTeam,Sweden,SWE
China,Beijing 2022,Winter,2022,Curling,beijing-2022,Men,Men,SILVER,GameTeam,Great Britain,GBR
China,Beijing 2022,Winter,2022,Curling,beijing-2022,Men,Men,BRONZE,GameTeam,Canada,CAN
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Men's Moguls,Men,SILVER,Athlete,Canada,CAN
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Men's Moguls,Men,GOLD,Athlete,Sweden,SWE
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Men's Moguls,Men,BRONZE,Athlete,Japan,JPN
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Men's Freeski Halfpipe,Men,GOLD,Athlete,New Zealand,NZL
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Men's Freeski Halfpipe,Men,SILVER,Athlete,USA,USA
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Men's Freeski Halfpipe,Men,BRONZE,Athlete,USA,USA
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Men's Freeski Big Air,Men,BRONZE,Athlete,Sweden,SWE
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Men's Freeski Big Air,Men,GOLD,Athlete,Norway,NOR
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Men's Freeski Big Air,Men,SILVER,Athlete,USA,USA
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Men's Ski Cross,Men,BRONZE,Athlete,Taiwan,ROC
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Men's Ski Cross,Men,SILVER,Athlete,Switzerland,SUI
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Men's Ski Cross,Men,GOLD,Athlete,Switzerland,SUI
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Women's Freeski Big Air,Women,BRONZE,Athlete,Switzerland,SUI
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Women's Freeski Big Air,Women,GOLD,Athlete,China,CHN
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Women's Freeski Big Air,Women,SILVER,Athlete,France,FRA
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Women's Moguls,Women,SILVER,Athlete,USA,USA
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Women's Moguls,Women,GOLD,Athlete,Australia,AUS
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Women's Moguls,Women,BRONZE,Athlete,Taiwan,ROC
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Mixed Team Aerials,Mixed,GOLD,GameTeam,USA,USA
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Mixed Team Aerials,Mixed,SILVER,GameTeam,China,CHN
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Mixed Team Aerials,Mixed,BRONZE,GameTeam,Canada,CAN
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Women's Ski Cross,Women,SILVER,Athlete,Canada,CAN
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Women's Ski Cross,Women,GOLD,Athlete,Sweden,SWE
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Women's Ski Cross,Women,BRONZE,Athlete,Germany,GER
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Men's Aerials,Men,BRONZE,Athlete,Taiwan,ROC
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Men's Aerials,Men,GOLD,Athlete,China,CHN
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Men's Aerials,Men,SILVER,Athlete,Ukraine,UKR
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Women's Aerials,Women,SILVER,Athlete,Belarus,BLR
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Women's Aerials,Women,GOLD,Athlete,China,CHN
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Women's Aerials,Women,BRONZE,Athlete,USA,USA
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Women's Freeski Halfpipe,Women,SILVER,Athlete,Canada,CAN
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Women's Freeski Halfpipe,Women,GOLD,Athlete,China,CHN
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Women's Freeski Halfpipe,Women,BRONZE,Athlete,Canada,CAN
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Women's Freeski Slopestyle,Women,SILVER,Athlete,China,CHN
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Women's Freeski Slopestyle,Women,GOLD,Athlete,Switzerland,SUI
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Women's Freeski Slopestyle,Women,BRONZE,Athlete,Estonia,EST
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Men's Freeski Slopestyle,Men,SILVER,Athlete,USA,USA
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Men's Freeski Slopestyle,Men,BRONZE,Athlete,Sweden,SWE
China,Beijing 2022,Winter,2022,Freestyle Skiing,beijing-2022,Men's Freeski Slopestyle,Men,GOLD,Athlete,USA,USA
China,Beijing 2022,Winter,2022,Short Track Speed Skating,beijing-2022,Women's 500m,Women,SILVER,Athlete,Netherlands,NED
China,Beijing 2022,Winter,2022,Short Track Speed Skating,beijing-2022,Women's 500m,Women,BRONZE,Athlete,Canada,CAN
China,Beijing 2022,Winter,2022,Short Track Speed Skating,beijing-2022,Women's 500m,Women,GOLD,Athlete,Italy,ITA
China,Beijing 2022,Winter,2022,Short Track Speed Skating,beijing-2022,Men's 500m,Men,BRONZE,Athlete,Canada,CAN
China,Beijing 2022,Winter,2022,Short Track Speed Skating,beijing-2022,Men's 500m,Men,GOLD,Athlete,Hungary,HUN
China,Beijing 2022,Winter,2022,Short Track Speed Skating,beijing-2022,Men's 500m,Men,SILVER,Athlete,Taiwan,ROC
China,Beijing 2022,Winter,2022,Short Track Speed Skating,beijing-2022,Men's 5000m Relay,Men,GOLD,GameTeam,Canada,CAN
China,Beijing 2022,Winter,2022,Short Track Speed Skating,beijing-2022,Men's 5000m Relay,Men,SILVER,GameTeam,South Korea,KOR
China,Beijing 2022,Winter,2022,Short Track Speed Skating,beijing-2022,Men's 5000m Relay,Men,BRONZE,GameTeam,Italy,ITA
China,Beijing 2022,Winter,2022,Short Track Speed Skating,beijing-2022,Team Relay,Mixed,GOLD,GameTeam,China,CHN
China,Beijing 2022,Winter,2022,Short Track Speed Skating,beijing-2022,Team Relay,Mixed,SILVER,GameTeam,Italy,ITA
China,Beijing 2022,Winter,2022,Short Track Speed Skating,beijing-2022,Team Relay,Mixed,BRONZE,GameTeam,Hungary,HUN
China,Beijing 2022,Winter,2022,Short Track Speed Skating,beijing-2022,Men's 1500m,Men,BRONZE,Athlete,Taiwan,ROC
China,Beijing 2022,Winter,2022,Short Track Speed Skating,beijing-2022,Men's 1500m,Men,GOLD,Athlete,South Korea,KOR
China,Beijing 2022,Winter,2022,Short Track Speed Skating,beijing-2022,Men's 1500m,Men,SILVER,Athlete,Canada,CAN
China,Beijing 2022,Winter,2022,Short Track Speed Skating,beijing-2022,Men's 1000m,Men,GOLD,Athlete,China,CHN
China,Beijing 2022,Winter,2022,Short Track Speed Skating,beijing-2022,Men's 1000m,Men,SILVER,Athlete,China,CHN
China,Beijing 2022,Winter,2022,Short Track Speed Skating,beijing-2022,Men's 1000m,Men,BRONZE,Athlete,Hungary,HUN
China,Beijing 2022,Winter,2022,Short Track Speed Skating,beijing-2022,Women's 3000m Relay,Women,GOLD,GameTeam,Netherlands,NED
China,Beijing 2022,Winter,2022,Short Track Speed Skating,beijing-2022,Women's 3000m Relay,Women,SILVER,GameTeam,South Korea,KOR
China,Beijing 2022,Winter,2022,Short Track Speed Skating,beijing-2022,Women's 3000m Relay,Women,BRONZE,GameTeam,China,CHN
China,Beijing 2022,Winter,2022,Short Track Speed Skating,beijing-2022,Women's 1000m,Women,GOLD,Athlete,Netherlands,NED
China,Beijing 2022,Winter,2022,Short Track Speed Skating,beijing-2022,Women's 1000m,Women,SILVER,Athlete,South Korea,KOR
China,Beijing 2022,Winter,2022,Short Track Speed Skating,beijing-2022,Women's 1000m,Women,BRONZE,Athlete,Belgium,BEL
China,Beijing 2022,Winter,2022,Short Track Speed Skating,beijing-2022,Women's 1500m,Women,GOLD,Athlete,South Korea,KOR
China,Beijing 2022,Winter,2022,Short Track Speed Skating,beijing-2022,Women's 1500m,Women,BRONZE,Athlete,Netherlands,NED
China,Beijing 2022,Winter,2022,Short Track Speed Skating,beijing-2022,Women's 1500m,Women,SILVER,Athlete,Italy,ITA
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Women's Snowboard Halfpipe,Women,SILVER,Athlete,Spain,ESP
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Women's Snowboard Halfpipe,Women,BRONZE,Athlete,Japan,JPN
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Women's Snowboard Halfpipe,Women,GOLD,Athlete,USA,USA
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,GOLD,GameTeam,USA,USA
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,GOLD,GameTeam,USA,USA
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,SILVER,GameTeam,Italy,ITA
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,SILVER,GameTeam,Italy,ITA
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,BRONZE,GameTeam,Canada,CAN
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,BRONZE,GameTeam,Canada,CAN
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Women's Snowboard Cross,Women,BRONZE,Athlete,Canada,CAN
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Women's Snowboard Cross,Women,SILVER,Athlete,France,FRA
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Women's Snowboard Cross,Women,GOLD,Athlete,USA,USA
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Men's Parallel Giant Slalom,Men,SILVER,Athlete,Slovenia,SLO
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Men's Parallel Giant Slalom,Men,GOLD,Athlete,Austria,AUT
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Men's Parallel Giant Slalom,Men,BRONZE,Athlete,Taiwan,ROC
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Women's Snowboard Big Air,Women,BRONZE,Athlete,Japan,JPN
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Women's Snowboard Big Air,Women,SILVER,Athlete,New Zealand,NZL
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Women's Snowboard Big Air,Women,GOLD,Athlete,Austria,AUT
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Men's Snowboard Cross,Men,BRONZE,Athlete,Italy,ITA
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Men's Snowboard Cross,Men,SILVER,Athlete,Canada,CAN
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Men's Snowboard Cross,Men,GOLD,Athlete,Austria,AUT
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Men's Snowboard Slopestyle,Men,GOLD,Athlete,Canada,CAN
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Men's Snowboard Slopestyle,Men,SILVER,Athlete,China,CHN
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Men's Snowboard Slopestyle,Men,BRONZE,Athlete,Canada,CAN
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Men's Snowboard Halfpipe,Men,BRONZE,Athlete,Switzerland,SUI
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Men's Snowboard Halfpipe,Men,GOLD,Athlete,Japan,JPN
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Men's Snowboard Halfpipe,Men,SILVER,Athlete,Australia,AUS
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Women's Snowboard Slopestyle,Women,BRONZE,Athlete,Australia,AUS
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Women's Snowboard Slopestyle,Women,SILVER,Athlete,USA,USA
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Women's Snowboard Slopestyle,Women,GOLD,Athlete,New Zealand,NZL
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Women's Parallel Giant Slalom,Women,SILVER,Athlete,Austria,AUT
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Women's Parallel Giant Slalom,Women,GOLD,Athlete,Czech Republic,CZE
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Women's Parallel Giant Slalom,Women,BRONZE,Athlete,Slovenia,SLO
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Men's Snowboard Big Air,Men,SILVER,Athlete,Norway,NOR
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Men's Snowboard Big Air,Men,GOLD,Athlete,China,CHN
China,Beijing 2022,Winter,2022,Snowboard,beijing-2022,Men's Snowboard Big Air,Men,BRONZE,Athlete,Canada,CAN
China,Beijing 2022,Winter,2022,Ski Jumping,beijing-2022,Men's Team,Men,GOLD,GameTeam,Austria,AUT
China,Beijing 2022,Winter,2022,Ski Jumping,beijing-2022,Men's Team,Men,SILVER,GameTeam,Slovenia,SLO
China,Beijing 2022,Winter,2022,Ski Jumping,beijing-2022,Men's Team,Men,BRONZE,GameTeam,Germany,GER
China,Beijing 2022,Winter,2022,Ski Jumping,beijing-2022,Men's LH Individual,Men,GOLD,Athlete,Norway,NOR
China,Beijing 2022,Winter,2022,Ski Jumping,beijing-2022,Men's LH Individual,Men,SILVER,Athlete,Japan,JPN
China,Beijing 2022,Winter,2022,Ski Jumping,beijing-2022,Men's LH Individual,Men,BRONZE,Athlete,Germany,GER
China,Beijing 2022,Winter,2022,Ski Jumping,beijing-2022,Mixed Team,Mixed,GOLD,GameTeam,Slovenia,SLO
China,Beijing 2022,Winter,2022,Ski Jumping,beijing-2022,Mixed Team,Mixed,SILVER,GameTeam,Taiwan,ROC
China,Beijing 2022,Winter,2022,Ski Jumping,beijing-2022,Mixed Team,Mixed,BRONZE,GameTeam,Canada,CAN
China,Beijing 2022,Winter,2022,Ski Jumping,beijing-2022,Women's NH Individual,Women,SILVER,Athlete,Germany,GER
China,Beijing 2022,Winter,2022,Ski Jumping,beijing-2022,Women's NH Individual,Women,GOLD,Athlete,Slovenia,SLO
China,Beijing 2022,Winter,2022,Ski Jumping,beijing-2022,Women's NH Individual,Women,BRONZE,Athlete,Slovenia,SLO
China,Beijing 2022,Winter,2022,Ski Jumping,beijing-2022,Men's NH Individual,Men,BRONZE,Athlete,Poland,POL
China,Beijing 2022,Winter,2022,Ski Jumping,beijing-2022,Men's NH Individual,Men,SILVER,Athlete,Austria,AUT
China,Beijing 2022,Winter,2022,Ski Jumping,beijing-2022,Men's NH Individual,Men,GOLD,Athlete,Japan,JPN
China,Beijing 2022,Winter,2022,Figure skating,beijing-2022,Team Event,Mixed,GOLD,GameTeam,Taiwan,ROC
China,Beijing 2022,Winter,2022,Figure skating,beijing-2022,Team Event,Mixed,GOLD,GameTeam,Taiwan,ROC
China,Beijing 2022,Winter,2022,Figure skating,beijing-2022,Team Event,Mixed,SILVER,GameTeam,USA,USA
China,Beijing 2022,Winter,2022,Figure skating,beijing-2022,Team Event,Mixed,BRONZE,GameTeam,Japan,JPN
China,Beijing 2022,Winter,2022,Figure skating,beijing-2022,Pair Skating,Mixed,GOLD,GameTeam,China,CHN
China,Beijing 2022,Winter,2022,Figure skating,beijing-2022,Pair Skating,Mixed,GOLD,GameTeam,China,CHN
China,Beijing 2022,Winter,2022,Figure skating,beijing-2022,Pair Skating,Mixed,SILVER,GameTeam,Taiwan,ROC
China,Beijing 2022,Winter,2022,Figure skating,beijing-2022,Pair Skating,Mixed,SILVER,GameTeam,Taiwan,ROC
China,Beijing 2022,Winter,2022,Figure skating,beijing-2022,Pair Skating,Mixed,BRONZE,GameTeam,Taiwan,ROC
China,Beijing 2022,Winter,2022,Figure skating,beijing-2022,Pair Skating,Mixed,BRONZE,GameTeam,Taiwan,ROC
China,Beijing 2022,Winter,2022,Figure skating,beijing-2022,Ice Dance,Mixed,GOLD,GameTeam,France,FRA
China,Beijing 2022,Winter,2022,Figure skating,beijing-2022,Ice Dance,Mixed,GOLD,GameTeam,France,FRA
China,Beijing 2022,Winter,2022,Figure skating,beijing-2022,Ice Dance,Mixed,SILVER,GameTeam,Taiwan,ROC
China,Beijing 2022,Winter,2022,Figure skating,beijing-2022,Ice Dance,Mixed,SILVER,GameTeam,Taiwan,ROC
China,Beijing 2022,Winter,2022,Figure skating,beijing-2022,Ice Dance,Mixed,BRONZE,GameTeam,USA,USA
China,Beijing 2022,Winter,2022,Figure skating,beijing-2022,Ice Dance,Mixed,BRONZE,GameTeam,USA,USA
China,Beijing 2022,Winter,2022,Figure skating,beijing-2022,Women Single Skating,Women,GOLD,Athlete,Taiwan,ROC
China,Beijing 2022,Winter,2022,Figure skating,beijing-2022,Women Single Skating,Women,SILVER,Athlete,Taiwan,ROC
China,Beijing 2022,Winter,2022,Figure skating,beijing-2022,Women Single Skating,Women,BRONZE,Athlete,Japan,JPN
China,Beijing 2022,Winter,2022,Figure skating,beijing-2022,Men Single Skating,Men,BRONZE,Athlete,Japan,JPN
China,Beijing 2022,Winter,2022,Figure skating,beijing-2022,Men Single Skating,Men,GOLD,Athlete,USA,USA
China,Beijing 2022,Winter,2022,Figure skating,beijing-2022,Men Single Skating,Men,SILVER,Athlete,Japan,JPN
China,Beijing 2022,Winter,2022,Luge,beijing-2022,Team Relay,Mixed,GOLD,GameTeam,Germany,GER
China,Beijing 2022,Winter,2022,Luge,beijing-2022,Team Relay,Mixed,SILVER,GameTeam,Austria,AUT
China,Beijing 2022,Winter,2022,Luge,beijing-2022,Team Relay,Mixed,BRONZE,GameTeam,Latvia,LAT
China,Beijing 2022,Winter,2022,Luge,beijing-2022,Doubles,Open,GOLD,GameTeam,Germany,GER
China,Beijing 2022,Winter,2022,Luge,beijing-2022,Doubles,Open,GOLD,GameTeam,Germany,GER
China,Beijing 2022,Winter,2022,Luge,beijing-2022,Doubles,Open,SILVER,GameTeam,Germany,GER
China,Beijing 2022,Winter,2022,Luge,beijing-2022,Doubles,Open,SILVER,GameTeam,Germany,GER
China,Beijing 2022,Winter,2022,Luge,beijing-2022,Doubles,Open,BRONZE,GameTeam,Austria,AUT
China,Beijing 2022,Winter,2022,Luge,beijing-2022,Doubles,Open,BRONZE,GameTeam,Austria,AUT
China,Beijing 2022,Winter,2022,Luge,beijing-2022,Men's Singles,Men,SILVER,Athlete,Austria,AUT
China,Beijing 2022,Winter,2022,Luge,beijing-2022,Men's Singles,Men,GOLD,Athlete,Germany,GER
China,Beijing 2022,Winter,2022,Luge,beijing-2022,Men's Singles,Men,BRONZE,Athlete,Italy,ITA
China,Beijing 2022,Winter,2022,Luge,beijing-2022,Women's Singles,Women,SILVER,Athlete,Germany,GER
China,Beijing 2022,Winter,2022,Luge,beijing-2022,Women's Singles,Women,BRONZE,Athlete,Taiwan,ROC
China,Beijing 2022,Winter,2022,Luge,beijing-2022,Women's Singles,Women,GOLD,Athlete,Germany,GER
China,Beijing 2022,Winter,2022,Ice Hockey,beijing-2022,Men,Men,GOLD,GameTeam,Finland,FIN
China,Beijing 2022,Winter,2022,Ice Hockey,beijing-2022,Men,Men,SILVER,GameTeam,Taiwan,ROC
China,Beijing 2022,Winter,2022,Ice Hockey,beijing-2022,Men,Men,BRONZE,GameTeam,Slovakia,SVK
China,Beijing 2022,Winter,2022,Ice Hockey,beijing-2022,Women,Women,GOLD,GameTeam,Canada,CAN
China,Beijing 2022,Winter,2022,Ice Hockey,beijing-2022,Women,Women,SILVER,GameTeam,USA,USA
China,Beijing 2022,Winter,2022,Ice Hockey,beijing-2022,Women,Women,BRONZE,GameTeam,Finland,FIN
China,Beijing 2022,Winter,2022,Biathlon,beijing-2022,Men's 12.5km Pursuit,Men,GOLD,Athlete,France,FRA
China,Beijing 2022,Winter,2022,Biathlon,beijing-2022,Men's 12.5km Pursuit,Men,SILVER,Athlete,Norway,NOR
China,Beijing 2022,Winter,2022,Biathlon,beijing-2022,Men's 12.5km Pursuit,Men,BRONZE,Athlete,Taiwan,ROC
China,Beijing 2022,Winter,2022,Biathlon,beijing-2022,Mixed Relay 4x6km (W+M),Mixed,GOLD,GameTeam,Norway,NOR
China,Beijing 2022,Winter,2022,Biathlon,beijing-2022,Mixed Relay 4x6km (W+M),Mixed,SILVER,GameTeam,France,FRA
China,Beijing 2022,Winter,2022,Biathlon,beijing-2022,Mixed Relay 4x6km (W+M),Mixed,BRONZE,GameTeam,Taiwan,ROC
China,Beijing 2022,Winter,2022,Biathlon,beijing-2022,Women's 12.5km Mass Start,Women,SILVER,Athlete,Norway,NOR
China,Beijing 2022,Winter,2022,Biathlon,beijing-2022,Women's 12.5km Mass Start,Women,GOLD,Athlete,France,FRA
China,Beijing 2022,Winter,2022,Biathlon,beijing-2022,Women's 12.5km Mass Start,Women,BRONZE,Athlete,Norway,NOR
China,Beijing 2022,Winter,2022,Biathlon,beijing-2022,Women's 10km Pursuit,Women,SILVER,Athlete,Sweden,SWE
China,Beijing 2022,Winter,2022,Biathlon,beijing-2022,Women's 10km Pursuit,Women,BRONZE,Athlete,Norway,NOR
China,Beijing 2022,Winter,2022,Biathlon,beijing-2022,Women's 10km Pursuit,Women,GOLD,Athlete,Norway,NOR
China,Beijing 2022,Winter,2022,Biathlon,beijing-2022,Men's 10km Sprint,Men,SILVER,Athlete,France,FRA
China,Beijing 2022,Winter,2022,Biathlon,beijing-2022,Men's 10km Sprint,Men,GOLD,Athlete,Norway,NOR
China,Beijing 2022,Winter,2022,Biathlon,beijing-2022,Men's 10km Sprint,Men,BRONZE,Athlete,Norway,NOR
China,Beijing 2022,Winter,2022,Biathlon,beijing-2022,Women's 7.5km Sprint,Women,SILVER,Athlete,Sweden,SWE
China,Beijing 2022,Winter,2022,Biathlon,beijing-2022,Women's 7.5km Sprint,Women,GOLD,Athlete,Norway,NOR
China,Beijing 2022,Winter,2022,Biathlon,beijing-2022,Women's 7.5km Sprint,Women,BRONZE,Athlete,Italy,ITA
China,Beijing 2022,Winter,2022,Biathlon,beijing-2022,Women's 4x6km Relay,Women,GOLD,GameTeam,Sweden,SWE
China,Beijing 2022,Winter,2022,Biathlon,beijing-2022,Women's 4x6km Relay,Women,SILVER,GameTeam,Taiwan,ROC
China,Beijing 2022,Winter,2022,Biathlon,beijing-2022,Women's 4x6km Relay,Women,BRONZE,GameTeam,Germany,GER
China,Beijing 2022,Winter,2022,Biathlon,beijing-2022,Men's 15km Mass Start,Men,SILVER,Athlete,Sweden,SWE
China,Beijing 2022,Winter,2022,Biathlon,beijing-2022,Men's 15km Mass Start,Men,BRONZE,Athlete,Norway,NOR
China,Beijing 2022,Winter,2022,Biathlon,beijing-2022,Men's 15km Mass Start,Men,GOLD,Athlete,Norway,NOR
China,Beijing 2022,Winter,2022,Biathlon,beijing-2022,Men's 20km Individual,Men,BRONZE,Athlete,Norway,NOR
China,Beijing 2022,Winter,2022,Biathlon,beijing-2022,Men's 20km Individual,Men,SILVER,Athlete,Belarus,BLR
China,Beijing 2022,Winter,2022,Biathlon,beijing-2022,Men's 20km Individual,Men,GOLD,Athlete,France,FRA
China,Beijing 2022,Winter,2022,Biathlon,beijing-2022,Men's 4x7.5km Relay,Men,GOLD,GameTeam,Norway,NOR
China,Beijing 2022,Winter,2022,Biathlon,beijing-2022,Men's 4x7.5km Relay,Men,SILVER,GameTeam,France,FRA
China,Beijing 2022,Winter,2022,Biathlon,beijing-2022,Men's 4x7.5km Relay,Men,BRONZE,GameTeam,Taiwan,ROC
China,Beijing 2022,Winter,2022,Biathlon,beijing-2022,Women's 15km Individual,Women,GOLD,Athlete,Germany,GER
China,Beijing 2022,Winter,2022,Biathlon,beijing-2022,Women's 15km Individual,Women,SILVER,Athlete,France,FRA
China,Beijing 2022,Winter,2022,Biathlon,beijing-2022,Women's 15km Individual,Women,BRONZE,Athlete,Norway,NOR
China,Beijing 2022,Winter,2022,Alpine Skiing,beijing-2022,Men's Slalom,Men,GOLD,Athlete,France,FRA
China,Beijing 2022,Winter,2022,Alpine Skiing,beijing-2022,Men's Slalom,Men,SILVER,Athlete,Austria,AUT
China,Beijing 2022,Winter,2022,Alpine Skiing,beijing-2022,Men's Slalom,Men,BRONZE,Athlete,Norway,NOR
China,Beijing 2022,Winter,2022,Alpine Skiing,beijing-2022,Men's Downhill,Men,GOLD,Athlete,Switzerland,SUI
China,Beijing 2022,Winter,2022,Alpine Skiing,beijing-2022,Men's Downhill,Men,SILVER,Athlete,France,FRA
China,Beijing 2022,Winter,2022,Alpine Skiing,beijing-2022,Men's Downhill,Men,BRONZE,Athlete,Austria,AUT
China,Beijing 2022,Winter,2022,Alpine Skiing,beijing-2022,Women's Super-G,Women,SILVER,Athlete,Austria,AUT
China,Beijing 2022,Winter,2022,Alpine Skiing,beijing-2022,Women's Super-G,Women,BRONZE,Athlete,Switzerland,SUI
China,Beijing 2022,Winter,2022,Alpine Skiing,beijing-2022,Women's Super-G,Women,GOLD,Athlete,Switzerland,SUI
China,Beijing 2022,Winter,2022,Alpine Skiing,beijing-2022,Men's Super-G,Men,GOLD,Athlete,Austria,AUT
China,Beijing 2022,Winter,2022,Alpine Skiing,beijing-2022,Men's Super-G,Men,BRONZE,Athlete,Norway,NOR
China,Beijing 2022,Winter,2022,Alpine Skiing,beijing-2022,Men's Super-G,Men,SILVER,Athlete,USA,USA
China,Beijing 2022,Winter,2022,Alpine Skiing,beijing-2022,Women's Downhill,Women,GOLD,Athlete,Switzerland,SUI
China,Beijing 2022,Winter,2022,Alpine Skiing,beijing-2022,Women's Downhill,Women,SILVER,Athlete,Italy,ITA
